therapy,region,forecast_origin_month,forecast_origin_month_index,horizon_months,target_month,target_month_index,target_market_regime,target_supply_constrained,target_access_rate_allowed,target_new_metastatic_diagnoses_allowed,target_eligible_new_1l_patient_pool_allowed,target_competitor_overlap_pressure_allowed,horizon_months,calendar_month,target_observed_sales_units
Therapy B,East,2016-06-01,30,3,2016-09-01,33,b_launch_growth,0,0.5,140.77492607143176,42.232477821429526,0.4046755373782051,3,6,95.49044601987312
Therapy B,East,2016-06-01,30,6,2016-12-01,36,b_launch_growth,0,0.5,140.95056574682107,42.28516972404632,0.4046755373782051,6,6,119.77947193616512
Therapy B,East,2016-06-01,30,12,2017-06-01,42,b_launch_growth,0,0.5,141.30250278841726,42.39075083652518,0.4046755373782051,12,6,164.02026335354907
Therapy B,East,2016-07-01,31,1,2016-08-01,32,b_launch_growth,0,0.5,140.71642816334705,42.21492844900411,0.4046755373782051,1,7,87.35283306708939
Therapy B,East,2016-07-01,31,3,2016-10-01,34,b_launch_growth,0,0.5,140.83344829796533,42.2500344893896,0.4046755373782051,3,7,103.64240359970869
Therapy B,East,2016-07-01,31,6,2017-01-01,37,b_launch_growth,0,0.5,141.00916098937498,42.30274829681249,0.4046755373782051,6,7,127.67139152876868
Therapy B,East,2016-07-01,31,12,2017-07-01,43,b_launch_growth,0,0.5,141.3612443364238,42.40837330092714,0.4046755373782051,12,7,170.52297363965246
Therapy B,East,2016-08-01,32,1,2016-09-01,33,b_launch_growth,0,0.5,140.77492607143176,42.232477821429526,0.4046755373782051,1,8,95.49044601987312
Therapy B,East,2016-08-01,32,3,2016-11-01,35,b_launch_growth,0,0.5,140.89199485305718,42.26759845591715,0.4046755373782051,3,8,111.75515712485632
Therapy B,East,2016-08-01,32,6,2017-02-01,38,b_launch_growth,0,0.5,141.067780590841,42.3203341772523,0.4046755373782051,6,8,135.39280332330088
Therapy B,East,2016-08-01,32,12,2017-08-01,44,b_launch_growth,0,0.5,141.42001030416375,42.42600309124912,0.4046755373782051,12,8,176.74506297724474
Therapy B,East,2016-09-01,33,1,2016-10-01,34,b_launch_growth,0,0.5,140.83344829796533,42.2500344893896,0.4046755373782051,1,9,103.64240359970869
Therapy B,East,2016-09-01,33,3,2016-12-01,36,b_launch_growth,0,0.5,140.95056574682107,42.28516972404632,0.4046755373782051,3,9,119.77947193616512
Therapy B,East,2016-09-01,33,6,2017-03-01,39,b_launch_growth,0,0.5,141.1264245613456,42.33792736840368,0.4046755373782051,6,9,142.9116538650261
Therapy B,East,2016-09-01,33,12,2017-09-01,45,b_launch_growth,0,0.5,141.47880070178897,42.44364021053669,0.4046755373782051,12,9,182.68394907253517
Therapy B,East,2016-10-01,34,1,2016-11-01,35,b_launch_growth,0,0.5,140.89199485305718,42.26759845591715,0.4046755373782051,1,10,111.75515712485632
Therapy B,East,2016-10-01,34,3,2017-01-01,37,b_launch_growth,0,0.5,141.00916098937498,42.30274829681249,0.4046755373782051,3,10,127.67139152876868
Therapy B,East,2016-10-01,34,6,2017-04-01,40,b_launch_growth,0,0.5,141.1850929110193,42.35552787330579,0.4046755373782051,6,10,150.20187817241296
Therapy B,East,2016-10-01,34,12,2017-10-01,46,b_launch_growth,0,0.5,141.53761553945515,42.46128466183655,0.4046755373782051,12,10,188.34009369730848
Therapy B,East,2016-11-01,35,1,2016-12-01,36,b_launch_growth,0,0.5,140.95056574682107,42.28516972404632,0.4046755373782051,1,11,119.77947193616512
Therapy B,East,2016-11-01,35,3,2017-02-01,38,b_launch_growth,0,0.5,141.067780590841,42.3203341772523,0.4046755373782051,3,11,135.39280332330088
Therapy B,East,2016-11-01,35,6,2017-05-01,41,b_launch_growth,0,0.5,141.24378564999685,42.37313569499906,0.4046755373782051,6,11,157.2431133401924
Therapy B,East,2016-11-01,35,12,2017-11-01,47,b_launch_growth,0,0.5,141.59645482732242,42.47893644819673,0.4046755373782051,12,11,193.71648444667863
Therapy B,East,2016-12-01,36,1,2017-01-01,37,b_launch_growth,0,0.5,141.00916098937498,42.30274829681249,0.4046755373782051,1,12,127.67139152876868
Therapy B,East,2016-12-01,36,3,2017-03-01,39,b_launch_growth,0,0.5,141.1264245613456,42.33792736840368,0.4046755373782051,3,12,142.9116538650261
Therapy B,East,2016-12-01,36,6,2017-06-01,42,b_launch_growth,0,0.5,141.30250278841726,42.39075083652518,0.4046755373782051,6,12,164.02026335354907
Therapy B,East,2016-12-01,36,12,2017-12-01,48,b_launch_growth,0,0.5,141.65531857555513,42.496595572666536,0.4046755373782051,12,12,198.81816312833084
Therapy B,East,2017-01-01,37,1,2017-02-01,38,b_launch_growth,0,0.5,141.067780590841,42.3203341772523,0.4046755373782051,1,1,135.39280332330088
Therapy B,East,2017-01-01,37,3,2017-04-01,40,b_launch_growth,0,0.5,141.1850929110193,42.35552787330579,0.4046755373782051,3,1,150.20187817241296
Therapy B,East,2017-01-01,37,6,2017-07-01,43,b_launch_growth,0,0.5,141.3612443364238,42.40837330092714,0.4046755373782051,6,1,170.52297363965246
Therapy B,East,2017-01-01,37,12,2018-01-01,49,b_launch_growth,0,0.5,141.71420679432185,42.51426203829654,0.4046755373782051,12,1,203.65180547657053
Therapy B,East,2017-02-01,38,1,2017-03-01,39,b_launch_growth,0,0.5,141.1264245613456,42.33792736840368,0.4046755373782051,1,2,142.9116538650261
Therapy B,East,2017-02-01,38,3,2017-05-01,41,b_launch_growth,0,0.5,141.24378564999685,42.37313569499906,0.4046755373782051,3,2,157.2431133401924
Therapy B,East,2017-02-01,38,6,2017-08-01,44,b_launch_growth,0,0.5,141.42001030416375,42.42600309124912,0.4046755373782051,6,2,176.74506297724474
Therapy B,East,2017-02-01,38,12,2018-02-01,50,b_launch_growth,0,0.5,141.77311949379524,42.531935848138566,0.4046755373782051,12,2,208.22535307640808
Therapy B,East,2017-03-01,39,1,2017-04-01,40,b_launch_growth,0,0.5,141.1850929110193,42.35552787330579,0.4046755373782051,1,3,150.20187817241296
Therapy B,East,2017-03-01,39,3,2017-06-01,42,b_launch_growth,0,0.5,141.30250278841726,42.39075083652518,0.4046755373782051,3,3,164.02026335354907
Therapy B,East,2017-03-01,39,6,2017-09-01,45,b_launch_growth,0,0.5,141.47880070178897,42.44364021053669,0.4046755373782051,6,3,182.68394907253517
Therapy B,East,2017-03-01,39,12,2018-03-01,51,b_launch_growth,0,0.5,141.83205668415232,42.54961700524569,0.4046755373782051,12,3,212.54769581064005
Therapy B,East,2017-04-01,40,1,2017-05-01,41,b_launch_growth,0,0.5,141.24378564999685,42.37313569499906,0.4046755373782051,1,4,157.2431133401924
Therapy B,East,2017-04-01,40,3,2017-07-01,43,b_launch_growth,0,0.5,141.3612443364238,42.40837330092714,0.4046755373782051,3,4,170.52297363965246
Therapy B,East,2017-04-01,40,6,2017-10-01,46,b_launch_growth,0,0.5,141.53761553945515,42.46128466183655,0.4046755373782051,6,4,188.34009369730848
Therapy B,East,2017-04-01,40,12,2018-04-01,52,b_launch_growth,0,0.5,141.8910183755744,42.56730551267231,0.4046755373782051,12,4,216.62840153073725
Therapy B,East,2017-05-01,41,1,2017-06-01,42,b_launch_growth,0,0.5,141.30250278841726,42.39075083652518,0.4046755373782051,1,5,164.02026335354907
Therapy B,East,2017-05-01,41,3,2017-08-01,44,b_launch_growth,0,0.5,141.42001030416375,42.42600309124912,0.4046755373782051,3,5,176.74506297724474
Therapy B,East,2017-05-01,41,6,2017-11-01,47,b_launch_growth,0,0.5,141.59645482732242,42.47893644819673,0.4046755373782051,6,5,193.71648444667863
Therapy B,East,2017-05-01,41,12,2018-05-01,53,b_launch_growth,0,0.5,141.95000457824682,42.58500137347404,0.4046755373782051,12,5,220.47748875365903
Therapy B,East,2017-06-01,42,1,2017-07-01,43,b_launch_growth,0,0.5,141.3612443364238,42.40837330092714,0.4046755373782051,1,6,170.52297363965246
Therapy B,East,2017-06-01,42,3,2017-09-01,45,b_launch_growth,0,0.5,141.47880070178897,42.44364021053669,0.4046755373782051,3,6,182.68394907253517
Therapy B,East,2017-06-01,42,6,2017-12-01,48,b_launch_growth,0,0.5,141.65531857555513,42.496595572666536,0.4046755373782051,6,6,198.81816312833084
Therapy B,East,2017-06-01,42,12,2018-06-01,54,b_launch_growth,0,0.5,142.00901530235933,42.6027045907078,0.4046755373782051,12,6,224.10523779622716
Therapy B,East,2017-07-01,43,1,2017-08-01,44,b_launch_growth,0,0.5,141.42001030416375,42.42600309124912,0.4046755373782051,1,7,176.74506297724474
Therapy B,East,2017-07-01,43,3,2017-10-01,46,b_launch_growth,0,0.5,141.53761553945515,42.46128466183655,0.4046755373782051,3,7,188.34009369730848
Therapy B,East,2017-07-01,43,6,2018-01-01,49,b_launch_growth,0,0.5,141.71420679432185,42.51426203829654,0.4046755373782051,6,7,203.65180547657053
Therapy B,East,2017-07-01,43,12,2018-07-01,55,b_launch_growth,0,0.5,142.06805055810585,42.62041516743175,0.4046755373782051,12,7,227.5220357142381
Therapy B,East,2017-08-01,44,1,2017-09-01,45,b_launch_growth,0,0.5,141.47880070178897,42.44364021053669,0.4046755373782051,1,8,182.68394907253517
Therapy B,East,2017-08-01,44,3,2017-11-01,47,b_launch_growth,0,0.5,141.59645482732242,42.47893644819673,0.4046755373782051,3,8,193.71648444667863
Therapy B,East,2017-08-01,44,6,2018-02-01,50,b_launch_growth,0,0.5,141.77311949379524,42.531935848138566,0.4046755373782051,6,8,208.22535307640808
Therapy B,East,2017-08-01,44,12,2018-08-01,56,b_launch_growth,0,0.5,142.12711035568455,42.63813310670536,0.4046755373782051,12,8,230.73825059211748
Therapy B,East,2017-09-01,45,1,2017-10-01,46,b_launch_growth,0,0.5,141.53761553945515,42.46128466183655,0.4046755373782051,1,9,188.34009369730848
Therapy B,East,2017-09-01,45,3,2017-12-01,48,b_launch_growth,0,0.5,141.65531857555513,42.496595572666536,0.4046755373782051,3,9,198.81816312833084
Therapy B,East,2017-09-01,45,6,2018-03-01,51,b_launch_growth,0,0.5,141.83205668415232,42.54961700524569,0.4046755373782051,6,9,212.54769581064005
Therapy B,East,2017-09-01,45,12,2018-09-01,57,b_launch_growth,0,0.5,142.18619470529785,42.65585841158936,0.4046755373782051,12,9,233.7641310406674
Therapy B,East,2017-10-01,46,1,2017-11-01,47,b_launch_growth,0,0.5,141.59645482732242,42.47893644819673,0.4046755373782051,1,10,193.71648444667863
Therapy B,East,2017-10-01,46,3,2018-01-01,49,b_launch_growth,0,0.5,141.71420679432185,42.51426203829654,0.4046755373782051,3,10,203.65180547657053
Therapy B,East,2017-10-01,46,6,2018-04-01,52,b_launch_growth,0,0.5,141.8910183755744,42.56730551267231,0.4046755373782051,6,10,216.62840153073725
Therapy B,East,2017-10-01,46,12,2018-10-01,58,b_launch_growth,0,0.5,142.24530361715242,42.67359108514572,0.4046755373782051,12,10,236.60972714172368
Therapy B,East,2017-11-01,47,1,2017-12-01,48,b_launch_growth,0,0.5,141.65531857555513,42.496595572666536,0.4046755373782051,1,11,198.81816312833084
Therapy B,East,2017-11-01,47,3,2018-02-01,50,b_launch_growth,0,0.5,141.77311949379524,42.531935848138566,0.4046755373782051,3,11,208.22535307640808
Therapy B,East,2017-11-01,47,6,2018-05-01,53,b_launch_growth,0,0.5,141.95000457824682,42.58500137347404,0.4046755373782051,6,11,220.47748875365903
Therapy B,East,2017-11-01,47,12,2018-11-01,59,b_launch_growth,0,0.5,142.30443710145903,42.69133113043771,0.4046755373782051,12,11,239.284829485911
Therapy B,East,2017-12-01,48,1,2018-01-01,49,b_launch_growth,0,0.5,141.71420679432185,42.51426203829654,0.4046755373782051,1,12,203.65180547657053
Therapy B,East,2017-12-01,48,3,2018-03-01,51,b_launch_growth,0,0.5,141.83205668415232,42.54961700524569,0.4046755373782051,3,12,212.54769581064005
Therapy B,East,2017-12-01,48,6,2018-06-01,54,b_launch_growth,0,0.5,142.00901530235933,42.6027045907078,0.4046755373782051,6,12,224.10523779622716
Therapy B,East,2017-12-01,48,12,2018-12-01,60,b_launch_growth,0,0.5,142.36359516843294,42.70907855052988,0.4046755373782051,12,12,241.7989233547796
Therapy B,East,2018-01-01,49,1,2018-02-01,50,b_launch_growth,0,0.5,141.77311949379524,42.531935848138566,0.4046755373782051,1,1,208.22535307640808
Therapy B,East,2018-01-01,49,3,2018-04-01,52,b_launch_growth,0,0.5,141.8910183755744,42.56730551267231,0.4046755373782051,3,1,216.62840153073725
Therapy B,East,2018-01-01,49,6,2018-07-01,55,b_launch_growth,0,0.5,142.06805055810585,42.62041516743175,0.4046755373782051,6,1,227.5220357142381
Therapy B,East,2018-01-01,49,12,2019-01-01,61,access_expansion,0,,142.4227778282934,42.726833348488015,0.4046755373782051,12,1,247.712432475624
Therapy B,East,2018-02-01,50,1,2018-03-01,51,b_launch_growth,0,0.5,141.83205668415232,42.54961700524569,0.4046755373782051,1,2,212.54769581064005
Therapy B,East,2018-02-01,50,3,2018-05-01,53,b_launch_growth,0,0.5,141.95000457824682,42.58500137347404,0.4046755373782051,3,2,220.47748875365903
Therapy B,East,2018-02-01,50,6,2018-08-01,56,b_launch_growth,0,0.5,142.12711035568455,42.63813310670536,0.4046755373782051,6,2,230.73825059211748
Therapy B,East,2018-02-01,50,12,2019-02-01,62,access_expansion,0,,142.48198509126416,42.744595527379246,0.4046755373782051,12,2,253.2421865470044
Therapy B,East,2018-03-01,51,1,2018-04-01,52,b_launch_growth,0,0.5,141.8910183755744,42.56730551267231,0.4046755373782051,1,3,216.62840153073725
Therapy B,East,2018-03-01,51,3,2018-06-01,54,b_launch_growth,0,0.5,142.00901530235933,42.6027045907078,0.4046755373782051,3,3,224.10523779622716
Therapy B,East,2018-03-01,51,6,2018-09-01,57,b_launch_growth,0,0.5,142.18619470529785,42.65585841158936,0.4046755373782051,6,3,233.7641310406674
Therapy B,East,2018-03-01,51,12,2019-03-01,63,access_expansion,0,,142.54121696757306,42.76236509027192,0.4046755373782051,12,3,258.4131639783938
Therapy B,East,2018-04-01,52,1,2018-05-01,53,b_launch_growth,0,0.5,141.95000457824682,42.58500137347404,0.4046755373782051,1,4,220.47748875365903
Therapy B,East,2018-04-01,52,3,2018-07-01,55,b_launch_growth,0,0.5,142.06805055810585,42.62041516743175,0.4046755373782051,3,4,227.5220357142381
Therapy B,East,2018-04-01,52,6,2018-10-01,58,b_launch_growth,0,0.5,142.24530361715242,42.67359108514572,0.4046755373782051,6,4,236.60972714172368
Therapy B,East,2018-04-01,52,12,2019-04-01,64,access_expansion,0,,142.60047346745222,42.78014204023567,0.4046755373782051,12,4,263.24880197020883
Therapy B,East,2018-05-01,53,1,2018-06-01,54,b_launch_growth,0,0.5,142.00901530235933,42.6027045907078,0.4046755373782051,1,5,224.10523779622716
Therapy B,East,2018-05-01,53,3,2018-08-01,56,b_launch_growth,0,0.5,142.12711035568455,42.63813310670536,0.4046755373782051,3,5,230.73825059211748
Therapy B,East,2018-05-01,53,6,2018-11-01,59,b_launch_growth,0,0.5,142.30443710145903,42.69133113043771,0.4046755373782051,6,5,239.284829485911
Therapy B,East,2018-05-01,53,12,2019-05-01,65,access_expansion,0,,142.65975460113802,42.7979263803414,0.4046755373782051,12,5,267.7710773277978
Therapy B,East,2018-06-01,54,1,2018-07-01,55,b_launch_growth,0,0.5,142.06805055810585,42.62041516743175,0.4046755373782051,1,6,227.5220357142381
Therapy B,East,2018-06-01,54,3,2018-09-01,57,b_launch_growth,0,0.5,142.18619470529785,42.65585841158936,0.4046755373782051,3,6,233.7641310406674
Therapy B,East,2018-06-01,54,6,2018-12-01,60,b_launch_growth,0,0.5,142.36359516843294,42.70907855052988,0.4046755373782051,6,6,241.7989233547796
Therapy B,East,2018-06-01,54,12,2019-06-01,66,access_expansion,0,,142.7190603788711,42.815718113661326,0.4046755373782051,12,6,272.0005855547148
Therapy B,East,2018-07-01,55,1,2018-08-01,56,b_launch_growth,0,0.5,142.12711035568455,42.63813310670536,0.4046755373782051,1,7,230.73825059211748
Therapy B,East,2018-07-01,55,3,2018-10-01,58,b_launch_growth,0,0.5,142.24530361715242,42.67359108514572,0.4046755373782051,3,7,236.60972714172368
Therapy B,East,2018-07-01,55,6,2019-01-01,61,access_expansion,0,0.72,142.4227778282934,42.726833348488015,0.4046755373782051,6,7,247.712432475624
Therapy B,East,2018-07-01,55,12,2019-07-01,67,access_expansion,0,0.72,142.77839081089638,42.83351724326892,0.4046755373782051,12,7,275.9566177525589
Therapy B,East,2018-08-01,56,1,2018-09-01,57,b_launch_growth,0,0.5,142.18619470529785,42.65585841158936,0.4046755373782051,1,8,233.7641310406674
Therapy B,East,2018-08-01,56,3,2018-11-01,59,b_launch_growth,0,0.5,142.30443710145903,42.69133113043771,0.4046755373782051,3,8,239.284829485911
Therapy B,East,2018-08-01,56,6,2019-02-01,62,access_expansion,0,0.72,142.48198509126416,42.744595527379246,0.4046755373782051,6,8,253.2421865470044
Therapy B,East,2018-08-01,56,12,2019-08-01,68,access_expansion,0,0.72,142.837745907463,42.85132377223889,0.4046755373782051,12,8,279.6572349753061
Therapy B,East,2018-09-01,57,1,2018-10-01,58,b_launch_growth,0,0.5,142.24530361715242,42.67359108514572,0.4046755373782051,1,9,236.60972714172368
Therapy B,East,2018-09-01,57,3,2018-12-01,60,b_launch_growth,0,0.5,142.36359516843294,42.70907855052988,0.4046755373782051,3,9,241.7989233547796
Therapy B,East,2018-09-01,57,6,2019-03-01,63,access_expansion,0,0.72,142.54121696757306,42.76236509027192,0.4046755373782051,6,9,258.4131639783938
Therapy B,East,2018-09-01,57,12,2019-09-01,69,access_expansion,0,0.72,142.89712567882435,42.8691377036473,0.4046755373782051,12,9,283.1193397863971
Therapy B,East,2018-10-01,58,1,2018-11-01,59,b_launch_growth,0,0.5,142.30443710145903,42.69133113043771,0.4046755373782051,1,10,239.284829485911
Therapy B,East,2018-10-01,58,3,2019-01-01,61,access_expansion,0,0.72,142.4227778282934,42.726833348488015,0.4046755373782051,3,10,247.712432475624
Therapy B,East,2018-10-01,58,6,2019-04-01,64,access_expansion,0,0.72,142.60047346745222,42.78014204023567,0.4046755373782051,6,10,263.24880197020883
Therapy B,East,2018-10-01,58,12,2019-10-01,70,access_expansion,0,0.72,142.95653013523813,42.88695904057143,0.4046755373782051,12,10,286.3587448495367
Therapy B,East,2018-11-01,59,1,2018-12-01,60,b_launch_growth,0,0.5,142.36359516843294,42.70907855052988,0.4046755373782051,1,11,241.7989233547796
Therapy B,East,2018-11-01,59,3,2019-02-01,62,access_expansion,0,0.72,142.48198509126416,42.744595527379246,0.4046755373782051,3,11,253.2421865470044
Therapy B,East,2018-11-01,59,6,2019-05-01,65,access_expansion,0,0.72,142.65975460113802,42.7979263803414,0.4046755373782051,6,11,267.7710773277978
Therapy B,East,2018-11-01,59,12,2019-11-01,71,access_expansion,0,0.72,143.0159592869663,42.90478778608989,0.4046755373782051,12,11,289.3902384517053
Therapy B,East,2018-12-01,60,1,2019-01-01,61,access_expansion,0,0.72,142.4227778282934,42.726833348488015,0.4046755373782051,1,12,247.712432475624
Therapy B,East,2018-12-01,60,3,2019-03-01,63,access_expansion,0,0.72,142.54121696757306,42.76236509027192,0.4046755373782051,3,12,258.4131639783938
Therapy B,East,2018-12-01,60,6,2019-06-01,66,access_expansion,0,0.72,142.7190603788711,42.815718113661326,0.4046755373782051,6,12,272.0005855547148
Therapy B,East,2018-12-01,60,12,2019-12-01,72,access_expansion,0,0.72,143.07541314427507,42.92262394328253,0.4046755373782051,12,12,292.2276469114948
Therapy B,East,2019-01-01,61,1,2019-02-01,62,access_expansion,0,0.72,142.48198509126416,42.744595527379246,0.4046755373782051,1,1,253.2421865470044
Therapy B,East,2019-01-01,61,3,2019-04-01,64,access_expansion,0,0.72,142.60047346745222,42.78014204023567,0.4046755373782051,3,1,263.24880197020883
Therapy B,East,2019-01-01,61,6,2019-07-01,67,access_expansion,0,0.72,142.77839081089638,42.83351724326892,0.4046755373782051,6,1,275.9566177525589
Therapy B,East,2019-01-01,61,12,2020-01-01,73,access_expansion,0,0.72,143.1348917174349,42.94046751523047,0.4046755373782051,12,1,294.88389386958164
Therapy B,East,2019-02-01,62,1,2019-03-01,63,access_expansion,0,0.72,142.54121696757306,42.76236509027192,0.4046755373782051,1,2,258.4131639783938
Therapy B,East,2019-02-01,62,3,2019-05-01,65,access_expansion,0,0.72,142.65975460113802,42.7979263803414,0.4046755373782051,3,2,267.7710773277978
Therapy B,East,2019-02-01,62,6,2019-08-01,68,access_expansion,0,0.72,142.837745907463,42.85132377223889,0.4046755373782051,6,2,279.6572349753061
Therapy B,East,2019-02-01,62,12,2020-02-01,74,access_expansion,0,0.72,143.1943950167205,42.95831850501615,0.4046755373782051,12,2,297.3710564926548
Therapy B,East,2019-03-01,63,1,2019-04-01,64,access_expansion,0,0.72,142.60047346745222,42.78014204023567,0.4046755373782051,1,3,263.24880197020883
Therapy B,East,2019-03-01,63,3,2019-06-01,66,access_expansion,0,0.72,142.7190603788711,42.815718113661326,0.4046755373782051,3,3,272.0005855547148
